   1.0248780       1.0033412    
   1.0232958       1.0123963    
  0.99336952      0.99903184    
  0.97868770      0.97526777    
  0.99235404      0.99211216    
  0.98589760      0.98165804    
   1.0200262      0.99433827    
  0.99727410       1.0080966    
  0.97580540       1.0075427    
   1.0073204      0.99114937    
   1.0177846      0.99506432    
  0.98534369       1.0234270    
   1.0049200       1.0086490    
  0.99784410      0.99150074    
  0.98001915       1.0127727    
   1.0052847       1.0109524    
   1.0198667       1.0079114    
  0.98253584       1.0056157    
   1.0239331       1.0249571    
  0.98783988       1.0025432    
   1.0079523       1.0027002    
   1.0238880       1.0200962    
   1.0078962       1.0114429    
  0.99512279       1.0214313    
  0.98239177       1.0087265    
   1.0134807      0.99196613    
  0.98079091       1.0057185    
   1.0160309       1.0223547    
   1.0115564      0.99988019    
  0.99374008      0.99607527    
   1.0026451       1.0248959    
   1.0245197       1.0123155    
   1.0226879      0.97966373    
   1.0117012       1.0125880    
   1.0223424       1.0103089    
   1.0156904       1.0029297    
  0.97808528      0.99901903    
   1.0048845      0.98187661    
   1.0043697       1.0009984    
   1.0192939      0.99019051    
   1.0084828       1.0082470    
   1.0001838      0.98807877    
  0.97882795      0.98006248    
   1.0024633      0.99377924    
  0.97575748       1.0146458    
   1.0060439       1.0136802    
   1.0226791      0.98071223    
  0.99092311       1.0048410    
  0.97740763      0.98071027    
  0.98579824      0.98002869    
  0.97866708      0.98734307    
  0.99716920      0.98541838    
   1.0033499      0.97621560    
  0.99601454      0.99489266    
   1.0238292       1.0096302    
  0.97524714      0.98149604    
  0.97733885       1.0169889    
   1.0089245       1.0040976    
   1.0116763      0.98080212    
   1.0170150       1.0167497    
   1.0123268       1.0171601    
   1.0014420       1.0082742    
   1.0115368      0.99553019    
  0.99278605       1.0117688    
  0.99856591      0.99813128    
   1.0129846       1.0101230    
  0.98789829       1.0218853    
  0.99780518       1.0154245    
   1.0204424       1.0097438    
  0.98597443       1.0177478    
   1.0122198      0.99005568    
   1.0085984       1.0059357    
   1.0233787       1.0245119    
  0.99190032       1.0210384    
  0.99195367       1.0215472    
   1.0023264      0.99827564    
  0.98384571      0.99389970    
  0.98376101      0.99284291    
   1.0082839       1.0059274    
  0.99844736      0.99081260    
  0.98844397      0.98499608    
  0.99577141       1.0239651    
   1.0021605      0.98147589    
   1.0152371       1.0172911    
   1.0104517       1.0014486    
   1.0081921       1.0200369    
   1.0220582      0.98072100    
   1.0183334       1.0066184    
  0.98713940      0.98301977    
  0.97606176      0.98451269    
  0.99061698       1.0154824    
   1.0036860       1.0163131    
  0.98932272      0.98302573    
  0.99154621      0.98829269    
   1.0022391       1.0026760    
  0.97608072      0.98243737    
  0.98024517       1.0057107    
  0.99531454       1.0200764    
   1.0221419      0.98283100    
   1.0218480      0.98177367    
  0.99356413      0.99107558    
   1.0107483       1.0114853    
  0.99392962       1.0164467    
   1.0226833      0.99042094    
   1.0039871      0.98667246    
   1.0172201      0.98790663    
   1.0169872       1.0018828    
   1.0060785      0.99954122    
  0.98924214      0.98677796    
   1.0075690       1.0053585    
  0.99490726       1.0174397    
   1.0068809      0.98794115    
  0.99294156       1.0030915    
  0.98107344       1.0239235    
  0.99416029       1.0110350    
  0.99291319       1.0204941    
   1.0021844       1.0229838    
   1.0214736       1.0066661    
  0.98978043      0.98373699    
   1.0171289       1.0059295    
   1.0102947      0.98712200    
   1.0148981      0.99455070    
  0.98049796       1.0126843    
  0.97648984       1.0100330    
   1.0012602       1.0126280    
   1.0073839       1.0185542    
   1.0165361       1.0228590    
  0.98611337       1.0039747    
   1.0245380       1.0169984    
  0.98374027       1.0104771    
  0.99007756      0.97625208    
   1.0208369       1.0094403    
   1.0128379       1.0216364    
  0.97775048      0.99994749    
  0.97797495      0.98359329    
   1.0094181      0.99033105    
   1.0117595       1.0126084    
  0.99478602      0.97938925    
  0.97744817       1.0139681    
   1.0090388      0.99057847    
   1.0011382       1.0002898    
  0.99692631       1.0043820    
  0.98986626      0.98974496    
  0.97868919       1.0237473    
   1.0114081       1.0129045    
  0.99045879      0.98732489    
  0.98784435       1.0059031    
   1.0218894       1.0246091    
  0.98624098       1.0223641    
   1.0173893       1.0100063    
   1.0027221      0.99707919    
  0.98745906       1.0198832    
  0.98228651      0.99672967    
  0.99786884      0.99046904    
  0.99904621       1.0094872    
   1.0155399      0.99460822    
  0.98965746       1.0037990    
   1.0112671      0.98213869    
  0.99167776      0.98301947    
   1.0017297       1.0111662    
  0.98640901      0.98495030    
   1.0236310       1.0246786    
  0.97909760      0.98754406    
  0.98579246      0.98478884    
   1.0175133      0.97723413    
   1.0181961      0.97835666    
  0.99636585      0.98186594    
  0.98095435      0.99029750    
   1.0056618       1.0081831    
   1.0197955       1.0126840    
   1.0064936      0.98604941    
  0.99919188       1.0057510    
   1.0243829       1.0029594    
  0.99354422      0.99187976    
   1.0122713       1.0034868    
  0.99780685       1.0074095    
   1.0091798      0.98351955    
  0.98865330      0.99703813    
  0.99788612      0.99476284    
   1.0094167      0.98994446    
  0.98526138      0.98461419    
  0.99594998       1.0095322    
  0.98202777      0.98218703    
   1.0081232       1.0037837    
   1.0137476       1.0137649    
   1.0132678       1.0188255    
  0.97996068      0.99172580    
   1.0072547      0.98158091    
   1.0153772       1.0020936    
  0.98828763      0.99794376    
   1.0005462       1.0002418    
   1.0230887       1.0025117    
  0.98448145      0.98505592    
  0.98743689       1.0235046    
   1.0138196      0.98863500    
  0.99984753      0.99493760    
   1.0056648      0.97926342    
   1.0118501       1.0181434    
  0.99205178       1.0097220    
   1.0070941      0.97927475    
   1.0103992       1.0046229    
  0.98663932      0.97875988    
  0.99121678       1.0206546    
  0.98521435      0.99763840    
   1.0113586      0.97641790    
   1.0008515       1.0133830    
   1.0197182       1.0222245    
  0.98949033       1.0015733    
  0.98664129      0.99063885    
  0.98207605      0.99212903    
  0.98267639       1.0174608    
   1.0236025      0.99704617    
   1.0137221      0.99781072    
   1.0182251       1.0113988    
   1.0068668       1.0112020    
   1.0052106      0.97631472    
  0.98963827      0.98485959    
   1.0224330       1.0015923    
  0.97551799      0.99760675    
   1.0231792       1.0243059    
  0.99204564       1.0229646    
  0.99133539       1.0102116    
   1.0145224       1.0111781    
   1.0114478      0.99726909    
  0.99408895       1.0211112    
   1.0124211      0.99633652    
  0.98587137       1.0114707    
   1.0148457       1.0029211    
   1.0192708      0.99415630    
  0.98703980      0.99075419    
  0.99664521      0.97739911    
  0.99620396       1.0118663    
   1.0186393      0.99039936    
   1.0171659       1.0158046    
  0.99534005       1.0182494    
   1.0176126       1.0006042    
   1.0138206      0.99964303    
  0.98524266      0.99725652    
  0.99667776      0.97773564    
   1.0100248       1.0209619    
  0.99445069      0.98744392    
  0.99331737       1.0249332    
   1.0081040      0.98398674    
   1.0186188      0.98719788    
  0.98081958       1.0159110    
   1.0017821       1.0244027    
  0.99581528       1.0154099    
  0.98699689       1.0235130    
  0.99381590       1.0066700    
  0.98184496       1.0134237    
  0.98005992       1.0025973    
   1.0165826      0.99386293    
   1.0183884       1.0062331    
   1.0026157      0.98558050    
   1.0161359      0.99318010    
  0.98652613      0.99145573    
   1.0090046      0.99645227    
  0.99761522       1.0213804    
  0.99731153       1.0083624    
   1.0140427       1.0145414    
  0.98488700      0.98781896    
   1.0088402       1.0199265    
  0.99375069      0.97600186    
  0.99510014       1.0245482    
   1.0237374       1.0235139    
   1.0234419      0.99373633    
  0.97986418       1.0125362    
   1.0162255       1.0112222    
  0.99335259       1.0061026    
  0.99031615      0.99006385    
   1.0088191       1.0165032    
   1.0028162       1.0029722    
  0.99139017       1.0115352    
  0.98291266       1.0016438    
   1.0142097      0.98578906    
  0.99126565       1.0000725    
  0.98614591      0.99832493    
  0.98433995      0.98475546    
  0.98534590       1.0202903    
   1.0149959       1.0117474    
  0.99576741       1.0155494    
   1.0244187      0.99955601    
